text.started,key_resp.started,text.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.826715599978343,5.826715599978343,6.830472699832171,space,17.026076200185344,154615,001,2022-10-07_12h20.01.296,untitled,2022.2.4,143.38253773206978,
