weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.99083989999997,space,13.793004699999983,,,999,2022-10-09_16h22.31.388,Main,2022.2.4,60.373239440885904,
,,,,,,,,,,,30,61.57130089999998,,,,,,
