2.2873 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.0089 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.0039, 0.0039, 0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025F5B953E50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025F5CC63430>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0090 	EXP 	window1: mouseVisible = True
8.0090 	EXP 	window1: mouseVisible = True
8.0090 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.0090 	EXP 	window1: recordFrameIntervals = False
8.1747 	EXP 	window1: recordFrameIntervals = True
8.3590 	EXP 	Screen (0) actual frame rate measured at 59.78Hz
8.3591 	EXP 	window1: recordFrameIntervals = False
8.3865 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
9.9594 	EXP 	window1: mouseVisible = False
10.0308 	EXP 	Created wth_inst_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='fis_artwork/general_instruction.png', interpolate=True, mask=None, maskParams=None, name='wth_inst_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
10.1619 	EXP 	Created wth_movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='ins/weather_intro.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='wth_movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
12.3330 	WARNING 	2.1710783999988053: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.041666666666666664
12.3331 	WARNING 	2.171102799999062: Video catchup needed, advancing self._nextFrameT from 0.041666666666666664 to 0.08333333333333333
12.3331 	WARNING 	2.171112899999571: Video catchup needed, advancing self._nextFrameT from 0.08333333333333333 to 0.125
12.3331 	WARNING 	2.171121999999741: Video catchup needed, advancing self._nextFrameT from 0.125 to 0.16666666666666666
12.3331 	WARNING 	2.171131199997035: Video catchup needed, advancing self._nextFrameT from 0.16666666666666666 to 0.20833333333333331
12.3331 	WARNING 	2.1711403999979666: Video catchup needed, advancing self._nextFrameT from 0.20833333333333331 to 0.24999999999999997
12.3331 	WARNING 	2.171149300000252: Video catchup needed, advancing self._nextFrameT from 0.24999999999999997 to 0.29166666666666663
12.3331 	WARNING 	2.171158299999661: Video catchup needed, advancing self._nextFrameT from 0.29166666666666663 to 0.3333333333333333
12.3331 	WARNING 	2.171170699999493: Video catchup needed, advancing self._nextFrameT from 0.3333333333333333 to 0.375
12.3331 	WARNING 	2.171179499997379: Video catchup needed, advancing self._nextFrameT from 0.375 to 0.4166666666666667
12.3331 	WARNING 	Max reportNDroppedFrames reached, will not log any more dropped frames
12.5629 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Noto Sans KR', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='스페이스로 넘어가세요', units='height', win=Window(...), wrapWidth=1)
13.1256 	EXP 	Created wth_background_inst = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='wth_background_inst', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
13.1454 	EXP 	Created wth_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Noto Sans KR', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='wth_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='단어연상 연습이 시작됩니다.', units='height', win=Window(...), wrapWidth=1)
