weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,wth_text_4.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.161859099999674,space,1.2303091999997378,,,,999,2022-10-09_17h15.41.026,Main,2022.2.4,59.49271749638261,
0,0,0,0,0,0,0,0,,,,30,32.15995389999989,61.185312899999644,999,2022-10-09_17h15.41.026,Main,2022.2.4,59.49271749638261,
