weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.628022299846634,space,1.122676300117746,,,,,999,2022-10-07_23h01.56.194,Main,2022.2.4,59.9598389151794,
,,,,,,,,,,,19.147322800010443,space,13.700086900033057,30,,,,,,
