text.started,key_resp.started,text.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.883873699931428,5.883873699931428,6.884851299924776,space,1.9789236998185515,027765,001,2022-10-07_12h27.22.631,untitled,2022.2.4,143.6946775795425,
