text.started,key_resp.started,text.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
7.049016400007531,7.049016400007531,8.049702899996191,space,2.1753493000287563,553338,001,2022-10-07_12h16.18.856,untitled,2022.2.4,144.03701149571998,
