weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.262493500000005,space,0.7613648000000239,,,999,2022-10-09_16h27.21.332,Main,2022.2.4,60.17462676686068,
,,,,,,,,,,,30,30.961046499999952,,,,,,
