weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.78152889991179,space,1.1143807000480592,,,,,,999,2022-10-07_21h28.16.910,Main,2022.2.4,143.06438185035657,
,,,,,,,,,,,21.89825060009025,22.412012899992988,space,1.273786999983713,5,,,,,,
