weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,image.started,key_resp.keys,key_resp.rt,wth_text_3.started,wth_key_resp.started,id*,date,expName,psychopyVersion,frameRate,
,,,,42.63424970000051,space,5.83880539983511,,,999,2022-10-07_19h36.51.066,Main,2022.2.4,143.508877992905,
,,,,,,,48.48594960011542,48.48594960011542,,,,,,
