weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_text_3.started,wth_text_3.stopped,wth_key_resp.keys,wth_key_resp.rt,wth_key_resp.started,wth_key_resp.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,43.71681589959189,None,space,2.502434200141579,43.71681589959189,None,,,,,,
