weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.625105899999994,space,1.048045000000002,,,999,2022-10-09_16h25.29.160,Main,2022.2.4,60.13601564017748,
,,,,,,,,,,,30,33.05703089999997,,,,,,
