weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_text_3.started,wth_key_resp.started,wth_key_resp.keys,wth_key_resp.rt,id*,date,expName,psychopyVersion,frameRate,
,,,,41.58176520001143,41.58176520001143,space,3.442114599980414,,,,,,
