weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,image.started,key_resp.keys,key_resp.rt,id*,date,expName,psychopyVersion,frameRate,
,,,,16.119657800067216,space,1.4528148998506367,999,2022-10-07_21h12.33.842,Main,2022.2.4,143.55358272696662,
