weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,image_2.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.533863799999835,space,9.8795154000004,,,,,,999,2022-10-09_01h46.20.098,Main,2022.2.4,59.73594323659416,
,,,,,,,,,,,31.09882299999981,space,2.848504800000228,30,44.01376249999976,,,,,,
