weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.40642939999998,space,0.656557199999952,999,2022-10-09_01h52.17.068,Main,2022.2.4,60.11045897940956,
