weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.152300599999762,space,2.140608500000326,,,,999,2022-10-09_01h48.25.885,Main,2022.2.4,59.628941025694445,
,,,,,,,,,,,26.167402499999753,space,9.456615400000373,,,,,,
