weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,wth_text_3.started,wth_key_resp.started,wth_key_resp.keys,wth_key_resp.rt,wth_checking_instructions.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,43.89077609986998,43.89077609986998,space,19.526917800074443,81.80536250001751,87.63637909991667,space,1.948082699906081,5,,,,,,
