weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.583071700000005,space,1.138367100000039,,,999,2022-10-09_16h18.31.674,Main,2022.2.4,60.18400658171542,
,,,,,,,,,,,30,32.88055450000002,,,,,,
