weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,wth_trials.thisRepN,wth_trials.thisTrialN,wth_trials.thisN,wth_trials.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,wth_text_4.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,19.63558809999995,space,0.6686165000000983,,,,999,2022-10-09_17h02.18.683,Main,2022.2.4,60.453497960247766,
0,0,0,0,0,0,0,0,,,,,,,,30,33.01666579999983,42.61141799999996,999,2022-10-09_17h02.18.683,Main,2022.2.4,60.453497960247766,
