weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.812948000000233,space,1.014879600000313,999,2022-10-09_01h50.59.763,Main,2022.2.4,59.94995377857842,
