weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.072099399985746,space,5.640434300061315,,999,2022-10-07_22h32.27.153,Main,2022.2.4,60.00222008507759,
,,,,,,,,,,,27.722550000064075,,,,,,
