text.started,key_resp.started,key_resp.keys,key_resp.rt,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
5.88509130012244,5.88509130012244,space,0.2770221000537276,,259089,001,2022-10-07_12h21.29.567,untitled,2022.2.4,144.04946114593557,
,,,,6.5987311999779195,,,,,,,
