weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,wth_checking_instructions.started,wth_key_resp_3.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,114.04602030012757,space,7.323931799735874,,,999,2022-10-07_19h50.38.312,Main,2022.2.4,143.2835136710477,
,,,,,,,,,,,278.3449864999857,288.1058929001447,,,,,,
