weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,wth_trials.thisRepN,wth_trials.thisTrialN,wth_trials.thisN,wth_trials.thisIndex,stimulus_interval,image_2.started,wth_text_4.started,id*,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,5,41.91971370000101,52.468116899999586,999,2022-10-09_19h40.40.380,Main,2022.2.4,60.238459967973604,
,,,,,,,,,,,,5,,,,,,,,
