weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,wth_trials.thisRepN,wth_trials.thisTrialN,wth_trials.thisN,wth_trials.thisIndex,stimulus_interval,image_2.started,wth_rt,wth_text_4.started,wth_valence_rating.response,wth_self_rating.response,exp_end_key.keys,exp_end_key.rt,id*,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,5,32.71821900000032,0.0,40.71741230000043,,,,,999,2022-10-09_20h26.22.173,Main,2022.2.4,59.95710668623172,
0,0,0,0,,,,,0,0,0,0,5,,2.8695993999990606,,0.7407407407407407,0.27572016460905346,,,999,2022-10-09_20h26.22.173,Main,2022.2.4,59.95710668623172,
0,0,0,0,,,,,1,0,1,0,5,,2.411375899999257,,0.5308641975308643,0.3950617283950617,,,999,2022-10-09_20h26.22.173,Main,2022.2.4,59.95710668623172,
0,0,0,0,,,,,2,0,2,0,5,,2.601561400000719,,0.5308641975308643,0.49176954732510286,,,999,2022-10-09_20h26.22.173,Main,2022.2.4,59.95710668623172,
0,0,0,0,,,,,3,0,3,0,5,,6.18244169999889,,0.51440329218107,0.15843621399176944,,,999,2022-10-09_20h26.22.173,Main,2022.2.4,59.95710668623172,
,,,,,,,,,,,,,,,,,,space,0.9175764999999956,,,,,,
