text.started,key_resp.started,text.stopped,key_resp.keys,key_resp.rt,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
5.949529099976644,5.949529099976644,6.954924399964511,space,1.6864040000364184,,182074,001,2022-10-07_12h20.38.691,untitled,2022.2.4,143.8875838049797,
,,,,,8.091614799806848,,,,,,,
