weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,image_2.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.02791040000011,space,1.2340596999997615,,,,,,999,2022-10-09_01h35.56.684,Main,2022.2.4,60.67427319807925,
,,,,,,,,,,,21.841340800000125,space,33.656590799999776,30,65.58540110000013,,,,,,
