weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,id*,date,expName,psychopyVersion,frameRate,
,,,,16.196272999979556,space,0.5714191999286413,,999,2022-10-07_21h14.12.842,Main,2022.2.4,143.32006648806993,
,,,,,,,16.779142200015485,,,,,,
