2.3194 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
11.8704 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.0039, 0.0039, 0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020C58A73E80>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020C59DD4370>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.8705 	EXP 	window1: mouseVisible = True
11.8705 	EXP 	window1: mouseVisible = True
11.8705 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.8706 	EXP 	window1: recordFrameIntervals = False
12.0369 	EXP 	window1: recordFrameIntervals = True
12.2196 	EXP 	Screen (0) actual frame rate measured at 60.30Hz
12.2196 	EXP 	window1: recordFrameIntervals = False
12.2473 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.8296 	EXP 	window1: mouseVisible = False
13.9014 	EXP 	Created wth_inst_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='fis_artwork/general_instruction.png', interpolate=True, mask=None, maskParams=None, name='wth_inst_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
14.0292 	EXP 	Created wth_movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='ins/weather_intro.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='wth_movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
16.2056 	WARNING 	2.176348599998164: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.041666666666666664
16.2056 	WARNING 	2.176375300001382: Video catchup needed, advancing self._nextFrameT from 0.041666666666666664 to 0.08333333333333333
16.2056 	WARNING 	2.176385399998253: Video catchup needed, advancing self._nextFrameT from 0.08333333333333333 to 0.125
16.2056 	WARNING 	2.1763944999984233: Video catchup needed, advancing self._nextFrameT from 0.125 to 0.16666666666666666
16.2056 	WARNING 	2.1764035999985936: Video catchup needed, advancing self._nextFrameT from 0.16666666666666666 to 0.20833333333333331
16.2056 	WARNING 	2.1764135000012175: Video catchup needed, advancing self._nextFrameT from 0.20833333333333331 to 0.24999999999999997
16.2056 	WARNING 	2.1764234000002034: Video catchup needed, advancing self._nextFrameT from 0.24999999999999997 to 0.29166666666666663
16.2057 	WARNING 	2.176433699998597: Video catchup needed, advancing self._nextFrameT from 0.29166666666666663 to 0.3333333333333333
16.2057 	WARNING 	2.176445799999783: Video catchup needed, advancing self._nextFrameT from 0.3333333333333333 to 0.375
16.2057 	WARNING 	2.176454399999784: Video catchup needed, advancing self._nextFrameT from 0.375 to 0.4166666666666667
16.2057 	WARNING 	Max reportNDroppedFrames reached, will not log any more dropped frames
16.4376 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Noto Sans KR', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='스페이스로 넘어가세요', units='height', win=Window(...), wrapWidth=1)
16.9996 	EXP 	Created wth_background_inst = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='wth_background_inst', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
17.0200 	EXP 	Created wth_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Noto Sans KR', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='wth_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='단어연상 연습이 시작됩니다.', units='height', win=Window(...), wrapWidth=1)
17.6359 	EXP 	Created wth_background_6 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='wth_background_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128.0, units='pix', win=Window(...))
