weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.943415600107983,space,1.2601362001150846,,,,,,999,2022-10-07_21h33.51.768,Main,2022.2.4,143.52412035777766,
,,,,,,,,,,,19.204289300134405,19.878311899956316,space,1.0609273998998106,5,,,,,,
