weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,wth_trials.thisRepN,wth_trials.thisTrialN,wth_trials.thisN,wth_trials.thisIndex,stimulus_interval,image_2.started,wth_rt,wth_valence_rating.response,wth_self_rating.response,exp_end_key.keys,exp_end_key.rt,id*,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,5,31.26078790000065,2.4851710999992065,,,,,999,2022-10-09_20h36.33.258,Main,2022.2.4,59.68463830761315,
0,0,0,0,,,,,0,0,0,0,5,,8.114284100000077,0.5843621399176955,0.3395061728395062,,,999,2022-10-09_20h36.33.258,Main,2022.2.4,59.68463830761315,
0,0,0,0,,,,,1,0,1,0,5,,1.8525952999989386,0.7201646090534979,0.11316872427983538,,,999,2022-10-09_20h36.33.258,Main,2022.2.4,59.68463830761315,
0,0,0,0,,,,,2,0,2,0,5,,5.088013399999909,0.11522633744855959,0.808641975308642,,,999,2022-10-09_20h36.33.258,Main,2022.2.4,59.68463830761315,
0,0,0,0,,,,,3,0,3,0,5,,517.4808129999983,0.5802469135802468,0.3004115226337448,,,999,2022-10-09_20h36.33.258,Main,2022.2.4,59.68463830761315,
,,,,,,,,,,,,,,,,,space,0.977437599998666,,,,,,
