weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.361426799790934,space,0.734899700153619,,,,,,999,2022-10-07_22h28.53.472,Main,2022.2.4,59.998728045219096,
,,,,,,,,,,,18.096942799864337,19.232482299907133,space,22.954746900126338,30,,,,,,
