weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,wth_word_type_practice.text,wth_text_4.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.997591800056398,space,4.297500199871138,,,,,,,,999,2022-10-07_21h19.12.184,Main,2022.2.4,143.3114398722449,
0,0,0,0,0,0,0,0,,,,23.297433600062504,29.514208500040695,space,8.718661400023848,5,fgasdfsdf앙ㅁㅇㄴㄴㅇ라ㅓㅣㅏㅓㅣㅁ리ㅏㅓ;,59.43857189989649,999,2022-10-07_21h19.12.184,Main,2022.2.4,143.3114398722449,
