weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,wth_text_4.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.235717000000022,space,0.6135647999999492,,,,999,2022-10-09_02h02.19.205,Main,2022.2.4,60.25958624556653,
0,0,0,0,0,0,0,0,,,,30,30.300649299999804,40.72896169999967,999,2022-10-09_02h02.19.205,Main,2022.2.4,60.25958624556653,
,,,,,,,,,,,30,52.21141409999973,,,,,,,
