weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,wth_text_4.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.764442899962887,space,1.2956298000644892,,,,,,,999,2022-10-07_22h35.01.340,Main,2022.2.4,60.17252666521693,
,,,,,,,,,,,18.085270800162107,18.91953600011766,space,1.2350628001149744,30,62.50986480014399,,,,,,
