weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.43052569986321,space,1.2725235000252724,,,,,,999,2022-10-07_21h35.35.959,Main,2022.2.4,144.39390661815264,
,,,,,,,,,,,19.70723449997604,20.686975199962035,space,5.058113700244576,5,,,,,,
