weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.904177900170907,space,0.6152337999083102,,,,,,999,2022-10-07_21h38.59.032,Main,2022.2.4,143.5737812008301,
,,,,,,,,,,,18.52488000015728,20.775585200171918,space,3.3638193998485804,5,,,,,,
