weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,wth_trials.thisRepN,wth_trials.thisTrialN,wth_trials.thisN,wth_trials.thisIndex,key_resp.keys,key_resp.rt,stimulus_interval,image_2.started,wth_text_4.started,wth_word_type.ended,wth_valence_rating.response,wth_self_rating.response,exp_end_key.keys,exp_end_key.rt,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,6.194663899999796,,,,,,,,,999,2022-10-09_18h05.47.346,Main,2022.2.4,60.10666528807528,
0,0,0,0,0,0,0,0,,,,,,,5,42.232152499999756,57.08047880000049,,,,,,999,2022-10-09_18h05.47.346,Main,2022.2.4,60.10666528807528,
0,0,0,0,,,,,0,0,0,0,,,5,,,1.015844799999286,0.5267489711934157,0.41975308641975306,,,999,2022-10-09_18h05.47.346,Main,2022.2.4,60.10666528807528,
0,0,0,0,,,,,1,0,1,0,,,5,,,1.015215200000057,0.4320987654320987,0.7304526748971194,,,999,2022-10-09_18h05.47.346,Main,2022.2.4,60.10666528807528,
0,0,0,0,,,,,2,0,2,0,,,5,,,1.0153898000007757,0.4526748971193415,0.2345679012345679,,,999,2022-10-09_18h05.47.346,Main,2022.2.4,60.10666528807528,
0,0,0,0,,,,,3,0,3,0,,,5,,,1.0150964000004024,0.5308641975308643,0.8786008230452675,,,999,2022-10-09_18h05.47.346,Main,2022.2.4,60.10666528807528,
,,,,,,,,,,,,,,,,,,,,space,17.676493799999662,,,,,,
