weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.870841199997813,space,0.47047469997778535,,999,2022-10-07_22h31.20.275,Main,2022.2.4,60.00031203193812,
,,,,,,,,,,,17.348695500055328,,,,,,
