weather.thisRepN,weather.thisTrialN,weather.thisN,weather.thisIndex,wth_repeat_prac.thisRepN,wth_repeat_prac.thisTrialN,wth_repeat_prac.thisN,wth_repeat_prac.thisIndex,image.started,key_resp.keys,key_resp.rt,text.started,wth_key_resp_3.started,wth_key_resp_3.keys,wth_key_resp_3.rt,stimulus_interval,id*,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.10536830010824,space,1.2093391998205334,,,,,,999,2022-10-07_21h34.33.778,Main,2022.2.4,143.42140398461953,
,,,,,,,,,,,19.319409399991855,20.515296100173146,space,3.215330299921334,5,,,,,,
